Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
26.12.2020;03:15;1.144;357;624;2.160;0;47;2.019;890;400;819;148;359
26.12.2020;03:30;1.144;356;689;2.206;0;46;2.019;886;403;813;14;358
26.12.2020;03:45;1.143;353;802;2.263;0;46;2.016;875;402;825;5;354
26.12.2020;04:00;1.144;354;909;2.234;0;46;2.013;881;406;807;5;355
26.12.2020;04:15;1.142;353;943;2.263;0;46;2.017;871;406;814;5;355
26.12.2020;04:30;1.142;354;990;2.280;0;46;2.015;868;411;817;5;358
26.12.2020;04:45;1.140;352;1.054;2.340;0;46;2.007;862;408;818;5;359
26.12.2020;05:00;1.142;354;1.084;2.407;0;46;2.009;872;414;822;3;359
26.12.2020;05:15;1.142;353;1.149;2.463;0;46;2.005;871;412;819;0;358
26.12.2020;05:30;1.140;357;1.287;2.440;0;46;1.998;878;416;822;2;358
26.12.2020;05:45;1.140;355;1.326;2.512;0;46;2.013;873;416;823;0;357
26.12.2020;06:00;1.139;356;1.352;2.552;0;46;2.011;868;420;827;0;357
26.12.2020;06:15;1.137;354;1.396;2.635;0;46;2.012;872;420;828;0;358
26.12.2020;06:30;1.136;353;1.407;2.707;0;46;2.012;871;421;825;0;357
26.12.2020;06:45;1.134;351;1.419;2.774;0;46;2.010;873;420;826;0;358
26.12.2020;07:00;1.143;361;1.420;2.838;0;46;2.009;876;419;821;36;359
26.12.2020;07:15;1.139;360;1.327;2.921;0;46;2.011;872;415;830;117;359
26.12.2020;07:30;1.141;360;1.135;3.012;0;46;2.012;857;416;830;275;359
26.12.2020;07:45;1.139;358;1.092;3.088;0;47;2.025;882;416;845;336;360
26.12.2020;08:00;1.143;354;1.085;3.172;6;51;2.030;907;416;872;375;368
26.12.2020;08:15;1.142;355;1.147;3.245;18;55;2.037;905;414;893;431;378
26.12.2020;08:30;1.143;352;1.213;3.321;82;56;2.037;909;415;917;436;379
26.12.2020;08:45;1.142;351;1.264;3.371;181;57;2.033;921;416;925;447;382
26.12.2020;09:00;1.141;350;1.303;3.368;324;56;2.026;947;424;925;334;381
26.12.2020;09:15;1.136;356;1.357;3.367;481;57;2.027;950;428;922;301;380
26.12.2020;09:30;1.143;370;1.389;3.388;637;57;2.022;945;427;922;286;380
26.12.2020;09:45;1.148;357;1.410;3.450;787;57;2.021;943;429;934;269;381
26.12.2020;10:00;1.148;361;1.441;3.456;942;56;2.023;940;425;928;425;382
26.12.2020;10:15;1.149;360;1.498;3.471;1.090;56;2.027;937;424;922;407;381
26.12.2020;10:30;1.149;356;1.511;3.569;1.223;56;2.021;931;422;931;404;380
26.12.2020;10:45;1.147;355;1.522;3.614;1.352;57;2.017;941;422;939;419;381
26.12.2020;11:00;1.148;359;1.438;3.713;1.488;56;2.022;962;420;934;482;382
26.12.2020;11:15;1.149;355;1.443;3.781;1.577;56;2.030;958;422;934;587;381
26.12.2020;11:30;1.144;354;1.428;3.889;1.614;56;2.029;952;421;953;523;379
26.12.2020;11:45;1.147;352;1.441;3.930;1.634;56;2.025;949;422;942;431;382
26.12.2020;12:00;1.146;358;1.427;3.962;1.658;55;2.027;938;427;915;564;376
26.12.2020;12:15;1.150;356;1.374;4.092;1.636;55;2.026;915;426;916;471;375
26.12.2020;12:30;1.150;357;1.358;4.225;1.609;55;2.028;907;430;927;336;375
26.12.2020;12:45;1.152;354;1.358;4.294;1.535;55;2.028;900;427;935;193;378
26.12.2020;13:00;1.151;358;1.360;4.410;1.436;52;2.027;892;436;927;282;371
26.12.2020;13:15;1.152;358;1.376;4.456;1.352;48;2.012;869;441;905;152;363
26.12.2020;13:30;1.151;353;1.363;4.604;1.270;46;1.997;865;456;887;86;358
26.12.2020;13:45;1.153;350;1.371;4.730;1.173;46;1.983;852;472;883;55;358
26.12.2020;14:00;1.149;351;1.378;4.916;1.050;44;1.954;847;483;858;78;353
26.12.2020;14:15;1.155;350;1.377;5.033;903;44;1.936;844;496;857;69;352
26.12.2020;14:30;1.157;351;1.401;5.118;754;47;1.934;835;509;887;60;359
26.12.2020;14:45;1.156;352;1.397;5.273;609;51;1.936;839;510;897;46;367
26.12.2020;15:00;1.155;355;1.353;5.394;474;54;1.932;845;513;912;82;374
26.12.2020;15:15;1.153;350;1.357;5.515;338;57;1.926;842;534;923;76;380
26.12.2020;15:30;1.153;347;1.364;5.686;218;57;1.922;847;544;931;64;378
26.12.2020;15:45;1.151;350;1.368;5.824;112;57;1.925;866;543;938;66;380
26.12.2020;16:00;1.157;351;1.375;5.969;42;57;1.926;923;543;945;140;380
26.12.2020;16:15;1.155;356;1.380;6.072;8;57;1.929;935;545;938;161;381
26.12.2020;16:30;1.151;360;1.387;6.255;1;57;1.929;933;545;939;335;384
26.12.2020;16:45;1.144;358;1.391;6.391;0;57;1.930;935;548;945;633;381
26.12.2020;17:00;1.147;347;1.392;6.464;0;57;1.929;959;550;941;333;378
26.12.2020;17:15;1.145;347;1.391;6.644;0;57;1.931;961;549;972;337;387
26.12.2020;17:30;1.143;345;1.335;6.803;0;57;1.931;969;571;978;360;388
26.12.2020;17:45;1.146;343;1.280;6.934;0;57;1.931;1.009;576;970;273;387
26.12.2020;18:00;1.148;343;1.282;7.069;0;57;1.931;1.028;573;972;268;389
26.12.2020;18:15;1.151;356;1.282;7.131;0;57;1.931;1.015;570;974;306;389
26.12.2020;18:30;1.150;359;1.236;7.273;0;57;1.922;1.004;557;968;265;388
26.12.2020;18:45;1.151;360;1.119;7.374;0;57;1.920;991;555;963;238;388
26.12.2020;19:00;1.151;382;1.119;7.455;0;57;1.906;975;569;988;333;386
26.12.2020;19:15;1.147;366;1.119;7.523;0;57;1.904;968;587;990;267;388
26.12.2020;19:30;1.150;355;1.118;7.605;0;57;1.903;975;598;989;144;390
26.12.2020;19:45;1.149;346;1.118;7.654;0;57;1.904;971;601;975;133;389
26.12.2020;20:00;1.149;347;1.120;7.730;0;57;1.894;906;597;932;275;371
26.12.2020;20:15;1.148;343;1.120;7.837;0;57;1.878;888;596;932;184;373
26.12.2020;20:30;1.152;343;1.119;7.930;0;57;1.871;877;593;920;94;374
26.12.2020;20:45;1.151;342;1.120;7.981;0;56;1.847;871;604;910;86;372
26.12.2020;21:00;1.148;346;1.119;8.047;0;53;1.892;853;595;852;146;364
26.12.2020;21:15;1.149;341;1.120;8.097;0;49;1.900;845;590;846;77;358
26.12.2020;21:30;1.152;340;1.120;8.201;0;46;1.885;842;586;820;31;349
26.12.2020;21:45;1.150;340;1.119;8.165;0;44;1.844;844;585;800;25;347
26.12.2020;22:00;1.150;345;1.120;7.936;0;44;1.858;842;576;751;171;347
26.12.2020;22:15;1.156;341;1.119;8.043;0;44;1.865;837;572;741;99;347
26.12.2020;22:30;1.150;339;1.120;8.138;0;44;1.840;839;550;722;30;347
26.12.2020;22:45;1.152;340;1.116;8.142;0;44;1.822;839;539;722;14;347
26.12.2020;23:00;1.153;348;952;8.045;0;45;1.812;840;534;729;91;348
26.12.2020;23:15;1.152;343;960;7.988;0;45;1.785;837;528;733;64;352
26.12.2020;23:30;1.153;340;956;7.901;0;45;1.737;838;513;738;38;352
26.12.2020;23:45;1.150;339;935;7.838;0;45;1.699;846;510;736;14;347
27.12.2020;00:00;1.155;346;946;8.061;0;45;1.717;857;482;654;236;338
27.12.2020;00:15;1.157;339;933;8.126;0;45;1.733;840;473;682;218;339
27.12.2020;00:30;1.150;338;958;8.097;0;45;1.727;841;459;685;171;337
27.12.2020;00:45;1.149;337;950;7.981;0;45;1.722;839;444;678;150;338
27.12.2020;01:00;1.147;338;942;8.003;0;45;1.728;837;433;681;80;338
27.12.2020;01:15;1.145;335;890;7.993;0;45;1.697;837;432;678;27;337
27.12.2020;01:30;1.149;336;840;7.904;0;45;1.646;836;430;668;12;338
27.12.2020;01:45;1.147;336;849;7.851;0;45;1.598;834;431;675;15;337
27.12.2020;02:00;1.145;337;919;7.891;0;45;1.593;842;432;675;12;337
27.12.2020;02:15;1.146;331;919;7.899;0;45;1.554;838;434;667;12;336
27.12.2020;02:30;1.144;339;832;7.883;0;45;1.544;839;436;673;50;336
27.12.2020;02:45;1.145;335;818;7.870;0;45;1.534;837;436;670;99;335
27.12.2020;03:00;1.142;327;783;7.888;0;45;1.504;840;433;672;38;335
27.12.2020;03:15;1.144;322;788;7.784;0;45;1.498;834;431;681;30;334
27.12.2020;03:30;1.137;321;782;7.711;0;45;1.493;840;435;680;27;331
27.12.2020;03:45;1.137;315;762;7.749;0;45;1.477;836;434;673;31;336
27.12.2020;04:00;1.138;299;727;7.898;0;45;1.455;836;439;666;16;337
27.12.2020;04:15;1.135;294;696;7.944;0;45;1.424;838;441;675;1;338
27.12.2020;04:30;1.135;295;669;8.035;0;45;1.415;838;440;688;1;338
27.12.2020;04:45;1.137;296;655;8.051;0;45;1.426;838;436;684;1;338
27.12.2020;05:00;1.134;304;633;7.930;0;45;1.435;835;438;706;2;337
27.12.2020;05:15;1.133;304;619;7.872;0;44;1.448;834;442;713;3;337
27.12.2020;05:30;1.132;302;590;7.875;0;43;1.425;831;444;699;31;336
27.12.2020;05:45;1.132;300;568;7.966;0;43;1.399;832;447;703;16;335
27.12.2020;06:00;1.132;299;504;8.166;0;43;1.374;832;450;708;12;339
27.12.2020;06:15;1.127;294;499;8.189;0;43;1.379;828;449;708;4;341
27.12.2020;06:30;1.128;298;503;8.218;0;43;1.389;834;454;709;5;341
27.12.2020;06:45;1.131;297;495;8.268;0;43;1.388;838;454;711;4;340
27.12.2020;07:00;1.132;295;489;8.484;0;43;1.370;838;457;709;9;340
27.12.2020;07:15;1.130;296;496;8.555;0;43;1.373;836;456;717;6;340
27.12.2020;07:30;1.128;297;512;8.620;0;43;1.380;836;457;713;14;341
27.12.2020;07:45;1.131;298;484;8.645;1;43;1.370;837;454;722;53;340
27.12.2020;08:00;1.133;308;459;8.788;6;43;1.361;839;449;724;26;337
27.12.2020;08:15;1.134;309;468;8.831;48;43;1.354;844;448;731;33;341
27.12.2020;08:30;1.136;314;467;8.805;141;43;1.389;845;446;734;37;340
27.12.2020;08:45;1.136;311;497;8.826;262;43;1.390;842;449;735;32;340
27.12.2020;09:00;1.132;314;529;8.839;409;43;1.403;845;458;730;41;341
27.12.2020;09:15;1.128;315;524;8.821;547;43;1.414;846;427;734;31;342
27.12.2020;09:30;1.133;316;522;8.740;650;43;1.426;847;432;728;30;341
27.12.2020;09:45;1.136;313;532;8.825;749;43;1.426;842;427;732;30;341
27.12.2020;10:00;1.138;314;539;8.935;883;43;1.454;841;380;732;44;341
27.12.2020;10:15;1.139;314;552;8.938;1.033;43;1.459;842;380;733;44;341
27.12.2020;10:30;1.138;315;589;8.929;1.132;43;1.465;846;380;737;43;341
27.12.2020;10:45;1.141;315;596;9.000;1.180;43;1.472;839;379;739;42;341
27.12.2020;11:00;1.141;315;589;9.099;1.228;43;1.477;836;378;742;23;342
27.12.2020;11:15;1.141;316;598;9.155;1.267;43;1.501;843;378;744;37;341
27.12.2020;11:30;1.141;315;621;9.260;1.276;43;1.520;839;379;743;29;341
27.12.2020;11:45;1.145;312;643;9.289;1.260;43;1.533;839;375;738;39;341
27.12.2020;12:00;1.149;308;730;9.220;1.245;43;1.558;842;373;736;24;342
27.12.2020;12:15;1.150;301;868;9.135;1.211;43;1.561;839;373;729;20;342
27.12.2020;12:30;1.146;310;901;9.124;1.174;43;1.569;843;375;736;10;343
27.12.2020;12:45;1.149;306;918;9.135;1.134;43;1.570;844;378;738;15;343
27.12.2020;13:00;1.149;305;946;9.270;1.063;43;1.624;843;379;740;35;340
27.12.2020;13:15;1.148;301;957;9.289;987;43;1.661;836;375;734;20;341
27.12.2020;13:30;1.149;307;1.019;9.222;890;44;1.696;839;375;726;19;341
27.12.2020;13:45;1.154;303;1.034;9.233;790;43;1.725;838;376;761;19;346
27.12.2020;14:00;1.152;321;1.063;9.199;686;43;1.730;847;374;755;43;347
27.12.2020;14:15;1.153;313;1.123;9.182;582;43;1.751;843;375;748;73;347
27.12.2020;14:30;1.151;307;1.076;9.184;473;43;1.779;842;385;748;182;345
27.12.2020;14:45;1.150;298;1.097;9.295;366;43;1.764;853;380;748;111;346
27.12.2020;15:00;1.152;304;1.134;9.311;269;43;1.797;837;379;754;67;346
27.12.2020;15:15;1.152;309;1.100;9.311;182;43;1.835;850;381;763;81;345
27.12.2020;15:30;1.148;312;1.122;9.308;108;43;1.846;864;382;760;80;341
27.12.2020;15:45;1.149;310;1.135;9.414;49;43;1.849;845;381;755;75;343
27.12.2020;16:00;1.149;318;1.103;9.456;14;43;1.841;844;381;779;48;348
27.12.2020;16:15;1.149;322;1.075;9.398;2;43;1.865;849;386;775;59;350
27.12.2020;16:30;1.144;326;1.097;9.436;0;43;1.894;846;387;777;126;349
27.12.2020;16:45;1.148;334;1.122;9.484;0;43;1.942;849;389;780;275;349
27.12.2020;17:00;1.148;327;1.146;9.454;0;43;1.972;848;392;784;273;345
27.12.2020;17:15;1.146;330;1.136;9.447;0;43;1.994;851;392;787;274;347
27.12.2020;17:30;1.145;332;1.115;9.472;0;43;1.994;864;392;779;277;351
27.12.2020;17:45;1.150;325;1.088;9.429;0;43;1.996;849;392;785;296;350
27.12.2020;18:00;1.150;320;1.240;9.573;0;43;1.997;846;396;782;206;350
27.12.2020;18:15;1.145;323;1.158;9.614;0;43;2.003;849;395;772;208;349
27.12.2020;18:30;1.145;323;1.142;9.531;0;43;2.003;855;392;778;220;351
27.12.2020;18:45;1.150;324;1.137;9.503;0;43;2.003;874;392;770;217;350
27.12.2020;19:00;1.150;335;1.152;9.387;0;43;2.009;880;399;769;259;346
27.12.2020;19:15;1.150;340;1.166;9.305;0;43;2.007;887;399;773;243;344
27.12.2020;19:30;1.148;341;1.152;9.221;0;43;1.997;875;402;778;217;347
27.12.2020;19:45;1.152;323;1.145;9.116;0;43;1.983;878;402;775;138;348
27.12.2020;20:00;1.155;330;1.135;8.959;0;43;1.972;875;399;773;166;351
27.12.2020;20:15;1.151;324;1.124;8.856;0;43;1.971;873;398;769;88;351
27.12.2020;20:30;1.149;324;1.112;8.745;0;43;1.971;876;398;777;56;350
27.12.2020;20:45;1.151;324;1.117;8.635;0;43;1.970;880;397;778;46;348
27.12.2020;21:00;1.152;335;1.067;8.527;0;43;1.973;880;391;771;251;349
27.12.2020;21:15;1.151;332;1.041;8.427;0;43;1.973;876;389;764;247;350
27.12.2020;21:30;1.146;334;1.003;8.345;0;43;1.979;887;387;764;201;349
27.12.2020;21:45;1.152;330;922;8.188;0;43;1.979;891;385;770;246;350
27.12.2020;22:00;1.152;350;871;7.837;0;43;1.982;895;376;762;563;350
27.12.2020;22:15;1.148;348;851;7.847;0;43;1.980;907;375;772;458;350
27.12.2020;22:30;1.149;352;810;7.722;0;43;1.983;900;374;779;386;351
27.12.2020;22:45;1.147;330;757;7.584;0;43;1.983;893;374;783;346;349
27.12.2020;23:00;1.145;342;739;7.457;0;43;1.985;889;372;760;526;347
27.12.2020;23:15;1.147;333;744;7.284;0;43;1.984;912;370;757;441;346
27.12.2020;23:30;1.148;325;702;7.129;0;43;1.983;890;370;751;353;348
27.12.2020;23:45;1.148;328;669;6.962;0;43;1.983;897;363;745;214;348
28.12.2020;00:00;1.144;340;648;6.860;0;43;1.988;909;374;757;93;365
28.12.2020;00:15;1.144;331;642;6.737;0;43;1.990;925;375;799;35;366
28.12.2020;00:30;1.138;327;615;6.602;0;43;1.980;911;368;798;13;366
28.12.2020;00:45;1.140;328;606;6.466;0;43;1.980;913;364;804;64;366
28.12.2020;01:00;1.132;342;596;6.363;0;43;1.906;934;364;803;6;366
28.12.2020;01:15;1.132;328;567;6.190;0;43;1.898;982;364;807;0;365
28.12.2020;01:30;1.134;330;542;6.109;0;43;1.889;988;363;804;0;368
28.12.2020;01:45;1.134;339;485;5.966;0;43;1.886;975;361;812;0;366
28.12.2020;02:00;1.135;334;473;5.751;0;43;1.913;1.024;359;805;6;365
28.12.2020;02:15;1.136;335;473;5.656;0;43;1.899;1.058;357;798;0;365
28.12.2020;02:30;1.133;344;473;5.467;0;43;1.961;1.067;359;804;0;365
28.12.2020;02:45;1.132;325;449;5.362;0;43;1.993;1.081;361;806;2;364
28.12.2020;03:00;1.131;319;438;5.293;0;43;1.993;1.105;353;817;0;365
28.12.2020;03:15;1.131;319;429;5.130;0;43;2.002;1.133;354;824;0;364
28.12.2020;03:30;1.129;320;419;5.037;0;43;2.006;1.140;353;827;0;363
28.12.2020;03:45;1.127;326;405;4.893;0;43;1.998;1.168;357;851;24;363
28.12.2020;04:00;1.129;323;382;4.743;0;43;2.004;1.240;366;865;7;365
28.12.2020;04:15;1.126;323;359;4.594;0;43;2.006;1.263;370;876;17;365
28.12.2020;04:30;1.126;324;344;4.470;0;44;2.005;1.274;376;895;41;368
28.12.2020;04:45;1.126;322;360;4.305;0;46;2.010;1.265;381;934;84;374
28.12.2020;05:00;1.126;323;376;4.206;0;49;2.016;1.265;381;993;75;386
28.12.2020;05:15;1.127;318;394;4.068;0;49;2.001;1.306;379;1.036;25;386
28.12.2020;05:30;1.121;326;412;3.987;0;49;2.013;1.386;392;1.062;71;386
28.12.2020;05:45;1.119;323;422;3.902;0;49;2.030;1.510;415;1.073;121;386
28.12.2020;06:00;1.120;321;420;3.763;0;51;2.026;1.668;484;1.140;45;395
28.12.2020;06:15;1.123;323;426;3.703;0;55;2.030;1.758;579;1.188;57;403
28.12.2020;06:30;1.117;326;428;3.599;0;56;2.031;1.847;622;1.224;78;408
28.12.2020;06:45;1.119;336;422;3.443;0;56;2.031;1.947;655;1.283;118;407
28.12.2020;07:00;1.122;327;403;3.390;0;56;2.004;2.091;704;1.474;88;416
28.12.2020;07:15;1.121;329;388;3.318;0;56;1.991;2.269;739;1.510;121;417
28.12.2020;07:30;1.122;332;372;3.205;0;56;2.018;2.342;780;1.463;257;416
28.12.2020;07:45;1.123;325;382;3.064;0;56;2.028;2.387;798;1.525;375;417
28.12.2020;08:00;1.126;327;388;3.018;11;56;2.028;2.474;813;1.654;220;419
28.12.2020;08:15;1.126;324;396;2.940;20;56;2.031;2.548;831;1.676;237;418
28.12.2020;08:30;1.125;325;382;2.878;32;56;2.033;2.576;848;1.728;333;419
28.12.2020;08:45;1.127;324;368;2.851;84;56;2.035;2.616;855;1.787;418;420
28.12.2020;09:00;1.124;327;349;2.823;169;56;2.034;2.665;857;1.807;295;418
28.12.2020;09:15;1.126;329;343;2.735;265;56;2.035;2.703;859;1.836;364;416
28.12.2020;09:30;1.128;330;339;2.667;360;56;2.035;2.733;881;1.836;433;416
28.12.2020;09:45;1.132;330;327;2.613;454;56;2.035;2.744;906;1.855;422;415
28.12.2020;10:00;1.133;331;322;2.521;536;56;2.035;2.786;919;1.857;324;415
28.12.2020;10:15;1.137;332;314;2.428;616;56;2.036;2.782;933;1.847;308;416
28.12.2020;10:30;1.141;332;325;2.365;693;56;2.035;2.791;954;1.853;359;415
28.12.2020;10:45;1.139;332;316;2.300;761;56;2.034;2.789;977;1.849;384;417
28.12.2020;11:00;1.140;333;309;2.256;833;56;2.035;2.797;996;1.851;373;414
28.12.2020;11:15;1.138;332;329;2.140;887;56;2.034;2.809;1.032;1.852;479;416
28.12.2020;11:30;1.143;336;342;2.059;924;56;2.034;2.820;1.059;1.850;490;418
28.12.2020;11:45;1.144;359;337;2.001;964;56;2.035;2.821;1.080;1.859;621;418
28.12.2020;12:00;1.142;347;334;1.917;999;56;2.035;2.818;1.055;1.854;600;419
28.12.2020;12:15;1.142;344;338;1.803;991;56;2.037;2.811;1.025;1.858;672;418
28.12.2020;12:30;1.146;368;336;1.713;981;56;2.037;2.765;1.035;1.865;706;417
28.12.2020;12:45;1.148;365;344;1.627;979;56;2.036;2.656;1.058;1.862;743;416
28.12.2020;13:00;1.149;342;349;1.582;959;56;2.037;2.655;1.067;1.870;529;415
28.12.2020;13:15;1.145;340;346;1.523;916;56;2.037;2.641;1.070;1.871;511;415
28.12.2020;13:30;1.141;339;326;1.500;880;56;2.036;2.650;1.082;1.867;357;417
28.12.2020;13:45;1.141;340;295;1.507;816;56;2.037;2.642;1.078;1.870;333;417
28.12.2020;14:00;1.142;340;265;1.519;713;56;2.037;2.645;1.082;1.866;195;418
28.12.2020;14:15;1.146;349;275;1.537;614;56;2.036;2.646;1.105;1.864;138;418
28.12.2020;14:30;1.144;348;291;1.533;503;56;2.036;2.651;1.115;1.867;139;418
28.12.2020;14:45;1.144;346;307;1.540;386;56;2.037;2.640;1.115;1.875;196;419
28.12.2020;15:00;1.147;368;321;1.597;283;56;2.037;2.638;1.128;1.881;318;417
28.12.2020;15:15;1.145;381;303;1.635;198;56;2.035;2.640;1.132;1.881;329;416
28.12.2020;15:30;1.146;372;299;1.728;129;56;2.035;2.646;1.136;1.875;340;417
28.12.2020;15:45;1.146;366;240;1.793;62;56;2.036;2.633;1.136;1.883;366;418
28.12.2020;16:00;1.145;344;213;1.837;30;56;2.035;2.635;1.135;1.870;621;419
28.12.2020;16:15;1.146;350;197;1.909;9;56;2.034;2.645;1.134;1.876;759;421
28.12.2020;16:30;1.145;363;177;2.052;1;56;2.034;2.648;1.140;1.877;814;419
28.12.2020;16:45;1.144;363;165;2.173;0;56;2.034;2.649;1.142;1.868;945;419
28.12.2020;17:00;1.147;342;165;2.247;0;56;2.034;2.634;1.151;1.881;938;418
28.12.2020;17:15;1.144;339;188;2.262;0;56;2.036;2.640;1.151;1.881;1.070;417
28.12.2020;17:30;1.148;347;177;2.270;0;56;2.034;2.661;1.157;1.872;1.088;422
28.12.2020;17:45;1.151;368;168;2.332;0;56;2.033;2.656;1.172;1.876;1.032;421
28.12.2020;18:00;1.149;388;158;2.389;0;56;2.034;2.653;1.180;1.882;1.058;420
28.12.2020;18:15;1.148;361;135;2.338;0;56;2.033;2.657;1.182;1.867;1.098;420
28.12.2020;18:30;1.146;379;118;2.332;0;56;2.034;2.671;1.197;1.893;964;416
28.12.2020;18:45;1.150;383;114;2.315;0;56;2.034;2.667;1.217;1.922;905;419
28.12.2020;19:00;1.153;405;124;2.258;0;56;2.034;2.673;1.212;1.950;881;418
28.12.2020;19:15;1.156;379;119;2.224;0;56;2.033;2.664;1.207;1.936;803;421
28.12.2020;19:30;1.156;360;116;2.174;0;56;2.033;2.665;1.200;1.924;789;420
28.12.2020;19:45;1.152;354;118;2.087;0;56;2.033;2.674;1.162;1.916;726;420
28.12.2020;20:00;1.153;376;130;2.033;0;56;2.034;2.685;1.111;1.935;434;420
28.12.2020;20:15;1.145;390;146;2.006;0;56;2.033;2.683;1.051;1.930;377;421
28.12.2020;20:30;1.152;352;155;1.945;0;56;2.034;2.684;978;1.890;347;419
28.12.2020;20:45;1.148;349;195;1.862;0;56;2.034;2.688;926;1.796;236;420
28.12.2020;21:00;1.147;374;198;1.818;0;56;2.034;2.685;857;1.710;198;418
28.12.2020;21:15;1.150;364;163;1.801;0;56;2.035;2.680;849;1.625;168;418
28.12.2020;21:30;1.146;355;129;1.783;0;56;2.035;2.680;821;1.568;157;420
28.12.2020;21:45;1.147;356;112;1.748;0;56;2.035;2.654;808;1.552;152;420
28.12.2020;22:00;1.148;369;113;1.711;0;57;2.036;2.608;781;1.543;439;420
28.12.2020;22:15;1.144;363;112;1.691;0;57;2.035;2.578;772;1.510;439;420
28.12.2020;22:30;1.142;366;112;1.640;0;57;2.035;2.556;699;1.485;533;418
28.12.2020;22:45;1.144;359;121;1.603;0;57;2.035;2.543;702;1.487;427;417
28.12.2020;23:00;1.144;365;121;1.592;0;57;2.035;2.523;716;1.430;547;416
28.12.2020;23:15;1.146;356;131;1.567;0;57;2.035;2.440;711;1.377;456;416
28.12.2020;23:30;1.146;354;150;1.554;0;57;2.034;2.409;706;1.351;538;416
28.12.2020;23:45;1.141;349;171;1.567;0;57;2.034;2.405;697;1.319;417;416
29.12.2020;00:00;1.138;365;155;1.587;0;56;2.034;2.367;694;1.113;79;405
29.12.2020;00:15;1.138;361;143;1.602;0;56;2.034;2.340;660;1.098;39;403
29.12.2020;00:30;1.138;355;140;1.589;0;56;2.036;2.333;637;1.098;19;404
29.12.2020;00:45;1.139;354;137;1.579;0;56;2.035;2.322;623;1.100;13;404
29.12.2020;01:00;1.134;361;143;1.591;0;56;2.036;2.329;609;1.157;60;402
29.12.2020;01:15;1.131;354;122;1.579;0;56;2.036;2.302;592;1.151;53;405
29.12.2020;01:30;1.131;349;105;1.640;0;56;2.035;2.304;579;1.158;25;403
29.12.2020;01:45;1.135;348;105;1.661;0;56;2.035;2.310;583;1.156;2;401
29.12.2020;02:00;1.136;349;106;1.719;0;56;2.036;2.296;592;1.132;7;405
29.12.2020;02:15;1.136;349;112;1.747;0;56;2.034;2.286;576;1.143;14;405
29.12.2020;02:30;1.132;349;139;1.773;0;56;2.035;2.280;576;1.140;2;403
29.12.2020;02:45;1.129;349;170;1.783;0;56;2.037;2.241;575;1.129;4;404
29.12.2020;03:00;1.130;359;231;1.788;0;56;1.962;2.069;569;1.117;29;405
29.12.2020;03:15;1.130;366;238;1.837;0;56;1.810;2.011;566;1.114;70;406
29.12.2020;03:30;1.128;360;241;1.869;0;56;1.812;2.013;568;1.113;127;404
29.12.2020;03:45;1.124;352;225;1.968;0;56;1.812;2.034;566;1.123;133;402
29.12.2020;04:00;1.125;353;270;2.007;0;56;1.812;2.036;569;1.137;83;402
29.12.2020;04:15;1.126;351;303;2.036;0;56;1.810;2.039;569;1.133;46;401
29.12.2020;04:30;1.127;353;294;2.099;0;56;1.811;2.079;569;1.138;75;406
29.12.2020;04:45;1.122;352;309;2.108;0;57;1.811;2.111;571;1.136;91;404
29.12.2020;05:00;1.127;355;326;2.117;0;57;1.809;2.223;587;1.176;45;405
29.12.2020;05:15;1.124;351;359;2.191;0;57;1.809;2.263;597;1.179;38;405
29.12.2020;05:30;1.123;349;384;2.297;0;57;1.807;2.280;602;1.238;24;396
29.12.2020;05:45;1.124;351;376;2.350;0;57;1.810;2.338;624;1.289;20;397
29.12.2020;06:00;1.123;348;386;2.418;0;57;1.808;2.372;646;1.425;28;389
29.12.2020;06:15;1.121;345;371;2.480;0;57;1.805;2.406;658;1.534;19;387
29.12.2020;06:30;1.122;355;350;2.514;0;56;1.807;2.453;656;1.657;16;394
29.12.2020;06:45;1.124;347;362;2.566;0;56;1.808;2.459;688;1.737;31;401
29.12.2020;07:00;1.129;350;349;2.621;0;56;1.808;2.473;708;1.785;41;407
29.12.2020;07:15;1.129;362;333;2.641;0;56;1.807;2.476;740;1.877;56;403
29.12.2020;07:30;1.129;348;345;2.664;0;57;1.807;2.478;766;1.903;56;407
29.12.2020;07:45;1.130;354;344;2.694;0;57;1.805;2.484;802;1.979;41;408
29.12.2020;08:00;1.133;353;338;2.731;7;56;1.806;2.486;839;1.990;173;410
29.12.2020;08:15;1.135;362;309;2.762;30;56;1.808;2.490;848;1.993;206;409
29.12.2020;08:30;1.139;372;264;2.796;76;57;1.808;2.505;866;1.989;330;403
29.12.2020;08:45;1.138;362;217;2.780;143;56;1.808;2.502;883;2.002;381;405
29.12.2020;09:00;1.134;358;196;2.819;239;57;1.808;2.487;886;2.012;743;410
29.12.2020;09:15;1.132;362;187;2.792;331;56;1.809;2.508;885;2.012;811;410
29.12.2020;09:30;1.139;358;184;2.714;431;56;1.808;2.511;887;2.008;748;409
29.12.2020;09:45;1.137;356;167;2.698;534;56;1.808;2.502;888;2.010;743;404
29.12.2020;10:00;1.137;365;145;2.718;646;56;1.807;2.504;902;2.008;846;404
